DistrictId|PartnerId|TotalAmount|TranCount|NetMargin|MaxDateTran|MaxDateIndex|F2LOG|F1|F2|F3|Segment|CentroidID|F1LOG
1048608|6611670|756.34|13|164.2414|20161218|353|6.628491010528593|0.9670329670329672|0.4928797197419293|0.6681461303627256|MOST VALUED CUSTOMERS|100|2.5649493574615367
1048608|7936977|21.93|1|2.6901|20160816|229|3.0878555624297968|0.6263736263736265|0.0|0.35671399439584484|AVERAGE CUSTOMERS|300|0.0
1048608|7022990|537.1|11|157.7555|20161230|365|6.286184296911414|1.0|0.4607786686272152|0.6380370404718574|MOST VALUED CUSTOMERS|100|2.3978952727983707
1048608|7880226|243.98|7|56.6508|20160419|110|5.497086254720592|0.2994505494505495|0.37392537444035717|0.5686284576428255|LOWER RANGE CUSTOMERS|400|1.9459101490553132
1048608|5013623|69.62|1|11.28|20160714|196|4.243051882383293|0.5357142857142858|0.0|0.4583243585968189|AVERAGE CUSTOMERS|300|0.0
1048608|5393293|83.47|1|17.2|20160610|162|4.424487285862646|0.44230769230769235|0.0|0.4742833061004171|AVERAGE CUSTOMERS|300|0.0
1048608|8810872|708.76|11|181.1454|20160826|239|6.563516964289868|0.6538461538461539|0.4607786686272152|0.6624310528578099|GOOD CUSTOMERS|200|2.3978952727983707
1048608|8489410|501.07|12|133.5089|20161108|313|6.216745811883738|0.8571428571428572|0.4774987426435893|0.6319292736521795|MOST VALUED CUSTOMERS|100|2.4849066497880004
1048608|5926213|1532.0|35|390.7229|20161220|355|7.3343293503005365|0.9725274725274726|0.6831943683543825|0.7302312405145008|MOST VALUED CUSTOMERS|100|3.5553480614894135
1048608|5828002|1939.09|31|364.8053|20161230|365|7.569974069843662|1.0|0.6598737109644439|0.7509584064180221|MOST VALUED CUSTOMERS|100|3.4339872044851463
1048608|6848913|77.88|5|24.171|20160920|264|4.3551691805039985|0.7225274725274726|0.3092689939140253|0.46818612780305446|GOOD CUSTOMERS|200|1.6094379124341003
1048608|6492947|15.99|1|5.2548|20160625|177|2.771963526845863|0.4835164835164836|0.0|0.32892832348480633|AVERAGE CUSTOMERS|300|0.0
1048608|6796570|1781.58|21|406.0016|20161209|344|7.485255890015756|0.9423076923076924|0.5850343054485193|0.7435066469568219|MOST VALUED CUSTOMERS|100|3.044522437723423
1048608|5781931|1013.89|18|164.183|20161229|364|6.921549697004283|0.9972527472527473|0.5554127678340378|0.6939233938033267|MOST VALUED CUSTOMERS|100|2.8903717578961645
1048608|5952997|3.75|1|1.0404|20160902|246|1.3217558399823195|0.6730769230769231|0.0|0.2013689392624009|AVERAGE CUSTOMERS|300|0.0
1048608|8083941|63.99|1|14.4191|20160325|85|4.158726821151369|0.2307692307692308|0.0|0.45090717760771204|LOWER RANGE CUSTOMERS|400|0.0
